Employee ID,FullName,Gender,Age,HireDate,EducationBackground,MaritalStatus,EmpDepartment,EmpJobRole,BusinessTravelFrequency,AnnualSalary,DistanceFromHome,EmpEducationLevel,EmpEnvironmentSatisfaction,EmpHourlyRate,EmpJobInvolvement,EmpJobLevel,EmpJobSatisfaction,NumCompaniesWorked,OverTime,EmpLastSalaryHikePercent,EmpRelationshipSatisfaction,TotalWorkExperienceInYears,TrainingTimesLastYear,EmpWorkLifeBalance,ExperienceYearsAtThisCompany,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,PerformanceRating
E02281,Jose Thompson,Male,45,4/5/2012,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,104162,17,4,3,94,3,2,1,3,Yes,15,4,15,2,3,7,7,1,7,No,3
E02282,Wesley Duong,Male,29,4/14/2022,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,86226,17,2,4,97,3,1,2,1,No,13,1,1,3,1,1,0,0,0,Yes,3
E02283,Adeline Maldonado,Female,45,5/30/2011,Medical,Married,Sales,Sales Executive,Travel_Frequently,172206,25,3,2,82,3,2,3,1,No,12,1,10,3,2,10,7,0,1,No,3
E02284,Elias Diaz,Male,34,4/6/2012,Life Sciences,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,55985,6,4,3,60,1,1,3,1,No,14,3,7,4,3,7,7,1,7,No,3
E02285,Wyatt Aguilar,Male,26,6/6/2021,Other,Single,Research & Development,Research Scientist,Travel_Rarely,61481,29,4,4,32,3,2,4,1,No,25,2,20,3,3,20,11,13,17,No,4
E02286,Josephine Espinoza,Female,30,11/26/2017,Medical,Married,Human Resources,Human Resources,Non-Travel,124295,2,5,4,79,4,2,1,7,No,16,1,10,3,4,4,3,0,3,No,4
E02287,Adeline Lai,Female,55,2/8/1999,Other,Married,Research & Development,Laboratory Technician,Travel_Frequently,132894,13,3,3,77,2,1,2,1,No,20,3,2,2,3,2,2,2,2,No,4
E02288,Christopher Vu,Male,47,3/16/2002,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,88839,2,2,4,38,3,2,3,4,Yes,14,4,10,2,3,8,7,0,7,No,3
E02289,Kai Vega,Male,51,6/16/2005,Technical Degree,Divorced,Research & Development,Manufacturing Director,Travel_Rarely,78107,1,3,3,77,1,3,1,2,Yes,21,3,17,2,3,7,7,7,7,No,4
E02290,Hailey Chin,Female,54,7/10/1993,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,135642,9,3,1,60,3,1,4,0,No,13,2,15,5,3,14,10,4,10,No,2
E02291,Eleanor Xi,Female,64,1/10/1997,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,147853,10,4,3,57,3,2,4,0,No,14,2,5,4,3,4,3,1,1,No,3
E02292,Lily Molina,Female,40,9/15/2009,Medical,Married,Research & Development,Research Director,Travel_Frequently,125900,26,5,1,60,3,3,1,3,Yes,17,3,20,6,3,1,0,0,0,No,3
E02293,Levi Vasquez,Male,27,2/10/2020,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,42969,14,3,1,42,3,1,1,1,Yes,14,4,9,3,2,9,7,6,8,No,2
E02294,Elijah Washington,Male,47,2/13/2022,Life Sciences,Divorced,Research & Development,Manufacturing Director,Travel_Frequently,214303,1,4,4,53,3,3,3,7,No,17,1,33,2,1,5,4,1,4,No,3
E02295,Gianna Park,Female,28,12/19/2020,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,199406,2,1,1,72,4,1,4,1,No,13,4,10,5,3,10,5,7,7,No,2
E02296,Melody Leung,Female,35,3/20/2015,Medical,Single,Research & Development,Research Scientist,Non-Travel,182436,10,3,1,96,2,1,2,1,Yes,25,2,1,2,4,1,1,0,0,Yes,4
E02297,Liliana Valdez,Female,59,10/1/1996,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,96507,3,3,4,85,3,4,4,3,No,14,1,36,2,3,10,9,0,9,No,3
E02298,Ezekiel Kumar,Male,33,11/19/2015,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,82906,11,2,3,80,3,2,1,1,Yes,12,4,6,2,2,6,5,0,1,No,3
E02299,Ruby Rahman,Female,62,12/5/2005,Life Sciences,Married,Research & Development,Research Director,Travel_Rarely,41616,3,3,3,96,1,5,4,3,No,14,2,25,2,3,8,7,0,7,No,3
E02300,Natalie Stewart,Female,50,6/30/2003,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,92344,4,2,1,85,2,5,3,2,No,13,3,23,2,4,1,0,0,0,No,3
E02301,Charlotte Lim,Female,55,6/27/2006,Technical Degree,Married,Research & Development,Research Scientist,Travel_Frequently,196614,3,3,3,46,3,1,2,1,No,12,3,12,2,2,11,10,0,7,No,3
E02302,Elena Campos,Female,47,2/6/2022,Technical Degree,Single,Research & Development,Laboratory Technician,Travel_Rarely,104253,2,2,4,76,4,1,2,5,No,11,3,7,4,2,1,0,0,0,No,3
E02303,Vivian Lim,Female,34,1/22/2021,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,44677,7,3,3,82,3,2,4,1,Yes,11,2,6,2,3,6,0,1,0,No,3
E02304,Madison Xu,Female,39,12/13/2017,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,66463,1,3,4,76,2,5,4,6,No,12,3,25,3,4,1,0,0,0,No,4
E02305,Ava Aguilar,Female,35,12/17/2015,Life Sciences,Divorced,Research & Development,Research Director,Travel_Rarely,53285,1,3,4,87,2,4,4,3,No,14,2,9,2,2,7,7,1,7,No,3
E02306,Kayden Patel,Male,54,3/22/1997,Marketing,Married,Sales,Manager,Travel_Rarely,67683,5,3,2,88,3,5,2,7,No,11,3,26,5,3,22,9,3,10,No,2
E02307,Penelope Desai,Female,41,10/29/2018,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,238155,1,2,4,47,3,1,3,1,No,22,4,1,2,3,1,0,0,1,No,4
E02308,Henry Vang,Male,37,6/21/2019,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,173630,4,2,3,53,3,1,4,1,Yes,20,2,8,2,2,8,5,2,2,No,4
E02309,Eliana Turner,Female,29,1/27/2020,Marketing,Single,Sales,Manager,Travel_Rarely,98992,2,3,1,94,1,5,2,2,Yes,16,1,26,2,3,24,10,1,11,Yes,2
E02310,Charlotte Tran,Female,64,4/11/2017,Medical,Divorced,Research & Development,Healthcare Representative,Non-Travel,253330,8,1,4,37,2,4,2,1,Yes,15,4,34,3,3,33,9,15,0,No,3
E02311,Everly Coleman,Female,54,8/14/2011,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Frequently,158403,10,2,1,45,2,1,3,1,No,20,3,2,2,1,2,2,2,2,Yes,2
E02312,Matthew Harris,Male,36,3/27/2021,Marketing,Married,Sales,Manager,Travel_Rarely,156085,4,2,4,33,2,5,2,2,No,14,3,26,2,3,11,4,0,8,No,3
E02313,Emilia Barnes,Female,54,4/18/2013,Marketing,Single,Sales,Sales Executive,Travel_Rarely,80129,2,3,3,86,3,2,1,0,Yes,12,4,4,3,3,3,2,0,2,No,3
E02314,Sophie Griffin,Female,56,1/9/2017,Life Sciences,Divorced,Sales,Manager,Travel_Frequently,60517,9,3,4,83,3,5,2,4,Yes,24,1,31,5,2,29,10,11,10,No,4
E02315,Kai Phillips,Male,48,12/13/2016,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,72315,18,4,4,67,3,3,4,6,No,12,4,25,6,2,9,7,5,4,No,3
E02316,Dylan Khan,Male,35,7/11/2015,Medical,Divorced,Research & Development,Laboratory Technician,Travel_Frequently,153815,19,3,3,46,3,2,2,4,No,13,3,15,2,4,11,8,5,10,No,3
E02317,Nevaeh Clark,Female,32,8/16/2018,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,139552,1,4,4,44,3,1,3,0,Yes,11,3,5,2,2,4,2,0,2,No,3
E02318,Carter Luu,Male,25,10/20/2022,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Rarely,257296,4,2,3,92,4,5,1,1,No,14,4,26,4,2,25,9,14,13,No,3
E02319,Jordan Ngo,Male,26,5/4/2020,Life Sciences,Married,Human Resources,Human Resources,Travel_Frequently,91372,11,3,3,56,2,2,2,4,No,11,4,14,5,4,10,9,1,8,No,3
E02320,Jackson Hu,Male,53,6/5/2017,Life Sciences,Married,Research & Development,Research Scientist,Travel_Rarely,73601,6,1,3,66,3,1,3,0,Yes,14,4,4,3,3,3,2,2,2,No,3
E02321,Madelyn Kang,Female,37,4/29/2013,Medical,Married,Research & Development,Research Scientist,Travel_Rarely,71871,7,4,2,78,4,2,2,6,Yes,16,4,18,2,3,1,0,0,0,No,3
E02322,Everleigh Bell,Female,31,2/7/2016,Marketing,Single,Sales,Sales Executive,Travel_Rarely,84925,4,4,4,56,2,3,4,3,No,14,4,23,3,4,21,7,15,17,No,3
E02323,Eliana Trinh,Female,47,1/7/2010,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,155600,2,4,3,53,3,2,2,9,Yes,11,4,18,2,3,16,14,5,12,No,3
E02324,Oliver Ford,Male,32,12/15/2018,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Frequently,101564,2,3,4,52,2,1,4,1,Yes,12,2,2,2,3,2,2,2,2,No,3
E02325,Ryan Huang,Male,40,10/12/2009,Medical,Single,Research & Development,Laboratory Technician,Travel_Frequently,80150,6,2,2,40,2,1,3,0,No,14,2,8,6,2,7,0,7,7,No,3
E02326,Gabriel Ahmed,Male,65,10/9/2021,Medical,Single,Research & Development,Manufacturing Director,Non-Travel,73996,9,2,3,72,3,2,3,7,Yes,18,3,10,3,3,8,4,1,7,No,3
E02327,Ivy Rios,Female,25,1/18/2022,Technical Degree,Divorced,Research & Development,Laboratory Technician,Travel_Rarely,90109,7,3,2,39,3,1,3,3,Yes,13,1,10,2,3,7,7,7,7,Yes,2
E02328,Luca Hunter,Male,39,6/27/2022,Technical Degree,Single,Research & Development,Research Scientist,Travel_Rarely,67216,1,3,4,84,3,1,1,2,No,11,2,5,2,2,3,2,1,2,No,3
E02329,Claire Owens,Female,52,6/7/1998,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,75402,1,3,4,40,3,1,2,1,No,18,4,2,3,2,2,2,2,1,No,3
E02330,Aubrey Maldonado,Female,38,6/13/2022,Medical,Married,Sales,Sales Executive,Travel_Rarely,120795,8,3,3,56,4,2,4,1,No,15,3,10,4,4,10,7,0,8,No,3
E02331,Elias Vasquez,Male,33,7/27/2015,Medical,Single,Research & Development,Manager,Travel_Frequently,44012,25,3,2,83,3,5,2,3,No,22,3,22,4,3,0,0,0,0,No,4
E02332,Melody Luu,Female,28,4/3/2021,Medical,Divorced,Research & Development,Manager,Travel_Rarely,219180,13,4,3,94,2,4,2,6,Yes,13,4,21,4,3,19,9,15,2,No,3
E02333,Christopher Luu,Male,61,10/27/2005,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Rarely,258700,23,4,1,88,3,1,3,1,No,12,4,2,3,3,2,2,2,2,No,2
E02334,James Han,Male,32,1/7/2018,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,97496,7,2,4,79,3,2,3,1,No,18,1,10,3,3,10,4,1,1,Yes,3
E02335,Jaxson Ayala,Male,28,8/1/2020,Technical Degree,Married,Research & Development,Healthcare Representative,Travel_Rarely,239270,10,4,4,63,3,3,3,3,No,12,1,10,0,3,7,7,1,7,No,3
E02336,Levi James,Male,39,3/2/2012,Life Sciences,Single,Human Resources,Human Resources,Travel_Rarely,103466,1,2,4,44,3,1,1,6,No,12,3,10,3,4,7,6,5,7,No,3
E02337,Grayson Carrillo,Male,57,6/27/2001,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,74662,1,3,3,55,1,2,4,0,No,11,1,10,6,3,9,8,7,5,No,3
E02338,Maverick Hwang,Male,40,4/20/2015,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,227816,28,3,4,43,3,4,1,4,Yes,11,2,25,2,3,3,2,1,2,No,3
E02339,Noah Truong,Male,47,12/8/2013,Marketing,Single,Sales,Sales Executive,Travel_Rarely,246680,25,4,4,57,2,3,2,2,Yes,12,3,9,2,3,5,4,1,0,Yes,3
E02340,Willow Guzman,Female,43,6/26/2010,Life Sciences,Single,Sales,Sales Executive,Travel_Rarely,85164,5,3,2,64,3,3,2,9,Yes,19,3,10,2,2,8,7,7,7,Yes,2
E02341,Rylee Howard,Female,33,8/18/2014,Life Sciences,Divorced,Sales,Sales Executive,Non-Travel,135215,2,4,4,57,3,3,3,1,Yes,19,1,10,5,2,10,8,9,6,No,3
E02342,Ian Marquez,Male,31,1/14/2019,Medical,Single,Sales,Sales Executive,Non-Travel,72542,10,2,3,40,1,2,2,1,No,13,1,19,4,3,19,2,11,9,No,3
E02343,Layla Owens,Female,47,2/7/2018,Medical,Married,Research & Development,Manager,Travel_Rarely,246303,2,2,4,58,1,5,3,4,No,14,4,23,5,3,19,9,9,11,No,3
E02344,Chloe Dixon,Female,60,5/11/2021,Life Sciences,Single,Human Resources,Manager,Travel_Rarely,186400,8,4,4,99,3,5,2,6,No,14,1,36,4,3,7,3,7,7,No,3
E02345,Emily Zheng,Female,50,12/6/2022,Life Sciences,Divorced,Research & Development,Research Scientist,Non-Travel,91004,16,2,3,74,3,1,3,9,No,16,2,6,0,3,4,2,0,0,No,3
E02346,Jayden Rogers,Male,41,12/14/2016,Life Sciences,Divorced,Research & Development,Healthcare Representative,Travel_Rarely,101411,9,3,4,86,3,3,4,0,No,11,4,10,0,2,9,7,1,6,No,3
E02347,Elizabeth Vasquez,Female,28,8/9/2020,Marketing,Divorced,Sales,Sales Executive,Travel_Frequently,111779,1,3,3,66,3,2,1,0,No,17,4,10,2,3,9,3,1,7,No,3
E02348,Samantha Ford,Female,25,1/19/2022,Life Sciences,Single,Research & Development,Research Scientist,Travel_Frequently,86075,4,4,3,87,3,2,3,1,Yes,11,2,9,3,3,9,6,1,1,No,3
E02349,Thomas Silva,Male,45,8/13/2015,Life Sciences,Divorced,Human Resources,Manager,Travel_Rarely,52798,5,3,3,84,3,4,2,1,Yes,11,2,33,2,3,33,9,0,10,No,3
E02350,Charlotte Park,Female,63,12/17/2020,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,96136,2,2,2,31,3,2,1,3,No,15,4,11,3,3,7,7,1,7,No,2
E02351,Liam Jimenez,Male,52,8/11/2002,Medical,Single,Sales,Sales Executive,Travel_Rarely,95682,15,2,3,66,3,2,1,1,No,12,4,10,6,4,10,8,9,6,No,3
E02352,Ivy Liu,Female,59,5/29/1993,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,55476,19,1,4,67,3,1,4,3,No,11,3,7,6,2,3,2,1,2,No,3
E02353,Jayden Dixon,Male,30,1/14/2018,Medical,Married,Research & Development,Manufacturing Director,Travel_Rarely,197792,7,4,3,53,2,3,1,7,Yes,14,4,31,0,2,10,9,5,9,Yes,3
E02354,Nevaeh Butler,Female,55,7/10/2009,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,82271,1,4,2,88,3,1,2,3,No,22,3,7,3,3,4,2,0,3,No,3
E02355,Leonardo Li,Male,65,4/23/2009,Marketing,Married,Sales,Sales Executive,Travel_Frequently,155716,7,3,1,83,4,2,1,2,No,16,4,17,2,2,15,7,6,13,No,2
E02356,Kinsley Woods,Female,34,6/19/2014,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Rarely,71699,4,3,4,54,3,3,4,1,No,11,3,11,2,3,10,9,0,8,No,3
E02357,Abigail Chu,Female,51,4/17/2006,Medical,Married,Sales,Sales Representative,Travel_Rarely,147436,11,3,3,98,4,1,4,8,No,14,2,5,4,3,1,0,0,0,No,3
E02358,Ava Xiong,Female,52,7/21/2019,Technical Degree,Single,Research & Development,Manager R&D,Travel_Rarely,88220,11,2,4,82,2,4,2,3,No,16,2,29,1,2,5,2,0,3,No,3
E02359,Olivia Marquez,Female,44,4/6/2020,Life Sciences,Single,Research & Development,Manager R&D,Non-Travel,54295,1,3,4,97,3,1,4,1,No,15,3,0,5,4,0,0,0,0,No,4
E02360,Claire Vazquez,Female,44,6/12/2004,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,246538,1,3,4,60,2,2,4,0,No,12,2,10,0,3,9,7,0,0,No,3
E02361,Christian Castro,Male,40,4/15/2006,Life Sciences,Single,Sales,Sales Executive,Travel_Frequently,43645,2,1,4,43,1,2,4,3,No,20,2,8,3,3,6,2,0,0,No,4
E02362,Mason Oh,Male,25,4/11/2022,Marketing,Single,Sales,Sales Executive,Travel_Rarely,125644,13,4,1,85,4,4,3,6,Yes,17,3,24,2,2,19,7,3,8,Yes,2
E02363,Violet Santiago,Female,32,1/14/2018,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,78414,23,3,4,68,3,4,2,4,Yes,12,1,33,0,3,19,16,15,9,No,3
E02364,Lily Rios,Female,45,1/25/2013,Technical Degree,Divorced,Research & Development,Research Scientist,Non-Travel,88016,26,1,1,92,2,1,3,1,No,20,3,5,2,3,5,4,0,0,No,3
E02365,Kinsley Stewart,Female,56,9/7/2021,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,66561,2,1,2,89,4,2,3,5,No,20,2,15,0,3,12,11,11,8,No,2
E02366,Aria Molina,Female,52,10/24/2001,Medical,Married,Research & Development,Laboratory Technician,Travel_Rarely,89811,29,3,2,86,3,2,3,4,No,13,1,10,1,3,8,7,7,7,No,2
E02367,James Cheng,Male,49,5/26/2010,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,125506,2,3,3,90,2,1,4,7,No,14,3,3,3,4,1,0,0,0,Yes,3
E02368,Mila Vang,Female,46,8/25/2009,Life Sciences,Divorced,Research & Development,Research Scientist,Travel_Frequently,56409,7,3,4,57,4,1,3,1,No,11,4,4,2,3,4,2,0,3,No,3
E02369,Alice Liu,Female,39,2/22/2012,Technical Degree,Single,Research & Development,Healthcare Representative,Travel_Rarely,122058,2,4,3,98,3,2,4,1,No,11,4,14,2,4,14,11,4,11,No,3
E02370,Delilah Gonzalez,Female,55,3/29/1998,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,82550,26,3,3,48,2,2,1,1,No,11,3,5,0,3,5,3,0,4,No,3
E02371,Samuel Tang,Male,34,9/15/2012,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,93760,21,4,1,44,2,2,4,3,Yes,12,4,8,2,4,5,4,1,4,No,2
E02372,Serenity Gray,Female,56,6/19/2012,Marketing,Married,Sales,Sales Executive,Travel_Frequently,55008,2,3,2,52,3,3,2,2,No,11,2,14,5,3,4,2,3,2,No,2
E02373,Benjamin Estrada,Male,56,9/28/2012,Life Sciences,Divorced,Research & Development,Manager R&D,Travel_Frequently,65368,22,3,4,75,3,2,4,3,Yes,14,1,12,4,2,6,2,3,3,No,3
E02374,Wesley Han,Male,62,4/20/2017,Life Sciences,Married,Sales,Sales Executive,Travel_Frequently,83955,5,1,2,61,3,2,4,6,No,13,1,8,2,4,5,4,1,2,No,2
E02375,Nora Herrera,Female,60,12/24/1997,Marketing,Married,Sales,Sales Executive,Travel_Rarely,231907,2,1,3,36,3,2,2,0,Yes,13,1,4,3,2,3,2,1,2,No,3
E02376,Lincoln Harris,Male,42,9/16/2009,Life Sciences,Married,Research & Development,Manager R&D,Non-Travel,97628,25,2,3,71,3,3,3,3,No,21,2,13,2,3,6,4,0,5,No,4
E02377,Charles Gonzales,Male,27,9/22/2020,Life Sciences,Married,Sales,Sales Executive,Travel_Rarely,88142,18,1,1,93,4,2,3,2,No,11,2,6,3,2,3,2,1,2,No,2
E02378,Athena Cheng,Female,37,3/2/2020,Medical,Married,Research & Development,Manufacturing Director,Travel_Frequently,83465,28,2,4,59,4,4,3,2,Yes,11,2,24,3,2,5,3,0,2,No,3
E02379,David Garza,Male,29,1/9/2022,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,197731,6,3,1,73,2,2,3,1,Yes,14,1,20,3,1,20,7,1,8,No,2
E02380,Hunter Doan,Male,32,12/15/2014,Marketing,Married,Sales,Sales Executive,Travel_Rarely,151758,10,3,4,98,2,2,4,1,Yes,11,4,6,3,3,6,2,4,4,No,3
E02381,Julian Lam,Male,33,9/8/2013,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,164340,17,4,4,51,3,1,3,1,Yes,13,4,8,2,3,8,2,7,7,Yes,3
E02382,Sofia Estrada,Female,42,3/26/2006,Medical,Single,Research & Development,Research Scientist,Travel_Rarely,104916,2,1,1,36,2,1,4,0,No,12,4,5,2,3,4,3,1,1,No,3
E02383,Jordan Chen,Male,60,1/22/1997,Human Resources,Married,Human Resources,Manager,Travel_Rarely,42536,10,3,3,31,3,4,1,0,No,14,3,21,5,3,20,7,0,9,No,3
E02384,Eloise Huang,Female,51,4/5/2009,Medical,Single,Research & Development,Manager R&D,Travel_Rarely,195171,11,3,1,94,3,1,3,4,No,18,1,8,6,3,3,2,0,2,No,3
E02385,Ivy Mehta,Female,50,5/26/2020,Life Sciences,Single,Research & Development,Manufacturing Director,Travel_Frequently,45290,18,2,3,60,3,3,4,2,No,11,3,10,2,3,2,2,2,2,No,3
E02386,Eli Castillo,Male,50,12/11/2009,Technical Degree,Married,Research & Development,Laboratory Technician,Travel_Rarely,203306,1,3,1,81,3,1,4,4,No,11,2,7,2,2,3,2,0,2,No,3
E02387,Nolan Garcia,Male,26,6/16/2022,Other,Single,Human Resources,Human Resources,Travel_Rarely,66865,17,3,2,51,2,3,1,1,No,13,1,10,3,2,10,9,0,9,No,3
E02388,Alexander Zhu,Male,30,10/17/2022,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,89164,28,2,1,97,2,2,1,3,No,20,1,20,2,3,4,3,1,3,Yes,3
E02389,Victoria Wu,Female,35,10/28/2021,Medical,Single,Research & Development,Research Director,Travel_Rarely,75602,1,3,4,54,3,4,4,6,No,19,4,29,3,2,20,7,12,7,No,3
E02390,Mateo Jordan,Male,44,2/13/2021,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,92939,1,3,4,76,3,5,1,3,Yes,21,3,32,3,3,9,8,1,5,No,4
E02391,Everly Martin,Female,26,5/28/2020,Marketing,Single,Sales,Sales Executive,Travel_Rarely,64278,3,4,1,99,3,2,2,3,Yes,16,4,15,3,3,5,4,0,1,No,3
E02392,Athena Castro,Female,44,10/4/2013,Life Sciences,Single,Sales,Sales Representative,Travel_Frequently,72176,1,4,2,50,1,1,3,1,No,12,2,1,3,3,1,0,0,0,Yes,3
E02393,Josephine White,Female,61,2/5/2010,Marketing,Divorced,Sales,Sales Executive,Travel_Rarely,87758,7,4,4,73,3,2,1,7,No,14,2,8,3,3,3,2,0,2,No,3
E02394,Nicholas Vo,Male,50,6/1/2002,Life Sciences,Single,Research & Development,Research Director,Travel_Rarely,54646,8,5,1,93,3,4,2,3,No,11,3,9,3,4,3,2,1,0,No,3
E02395,Jackson Sandoval,Male,61,1/26/2011,Other,Divorced,Research & Development,Research Scientist,Travel_Frequently,73323,1,4,4,91,3,1,1,5,No,14,3,10,2,3,4,3,1,3,No,3
E02396,Olivia Turner,Female,29,1/7/2021,Life Sciences,Single,Research & Development,Research Scientist,Travel_Rarely,151492,8,3,1,34,2,1,2,1,No,12,3,1,3,4,1,0,0,0,Yes,3
E02397,Cooper Rivera,Male,42,12/26/2005,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,138215,11,1,2,91,3,1,1,0,No,14,2,6,3,4,5,0,1,4,No,3
E02398,Hailey Washington,Female,51,7/3/2013,Life Sciences,Single,Research & Development,Laboratory Technician,Travel_Rarely,135578,4,4,1,37,2,2,4,1,No,16,3,10,2,2,10,4,1,8,No,2
E02399,Mia Vasquez,Female,27,12/2/2019,Technical Degree,Married,Research & Development,Research Scientist,Travel_Rarely,64297,1,3,1,74,3,1,4,7,No,12,3,17,2,2,6,5,1,2,No,2
E02400,Jose Grant,Male,52,6/28/2021,Life Sciences,Married,Sales,Sales Representative,Travel_Rarely,94857,9,2,1,68,2,1,1,3,No,12,1,6,2,3,3,2,2,2,Yes,2
E02401,Nathan Yee,Male,58,10/24/2009,Technical Degree,Single,Research & Development,Manager R&D,Non-Travel,77196,5,2,3,84,4,1,3,0,No,14,1,7,2,1,6,5,1,3,No,3
E02402,Isabella Munoz,Female,45,12/25/2002,Life Sciences,Married,Research & Development,Manager R&D,Travel_Rarely,193154,1,2,1,90,3,1,1,2,No,22,4,5,3,4,3,2,1,0,No,4
E02403,Michael Turner,Male,28,12/29/2019,Medical,Married,Sales,Sales Executive,Travel_Rarely,115916,4,1,4,42,3,2,3,1,Yes,12,3,5,3,3,5,4,0,3,No,3
E02404,Oliver Jones,Male,56,3/20/2016,Life Sciences,Married,Research & Development,Laboratory Technician,Travel_Rarely,192374,1,3,4,86,2,1,2,5,No,17,1,7,2,2,5,4,0,2,No,3
E02405,Charles Taylor,Male,32,7/15/2019,Medical,Married,Research & Development,Manager R&D,Travel_Rarely,186869,5,5,2,90,4,1,3,2,Yes,12,1,7,5,2,4,2,0,3,No,3
E02406,Gianna Alvarez,Female,58,5/11/1993,Other,Divorced,Research & Development,Laboratory Technician,Non-Travel,49293,9,4,3,81,3,2,3,3,No,11,3,11,2,4,8,7,0,7,No,3
E02407,Nova Martin,Female,39,4/13/2013,Life Sciences,Divorced,Sales,Sales Executive,Travel_Rarely,129087,8,2,1,31,3,3,4,1,No,18,1,13,5,3,13,7,9,9,No,2
E02408,Julia Gonzalez,Female,46,2/15/2005,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,54831,2,3,1,54,2,1,1,2,Yes,23,2,11,2,4,1,0,0,0,Yes,4
E02409,Athena Vu,Female,26,11/28/2020,Life Sciences,Single,Research & Development,Manager R&D,Travel_Frequently,51825,1,5,3,100,4,3,2,1,No,11,1,10,2,3,10,8,4,7,Yes,3
E02410,Caroline Bui,Female,36,9/15/2019,Medical,Divorced,Research & Development,Manager R&D,Travel_Rarely,67457,20,3,2,95,1,3,1,2,Yes,18,2,24,2,3,7,7,0,7,No,3
E02411,Daniel Ali,Male,43,9/28/2019,Medical,Single,Human Resources,Human Resources,Travel_Rarely,94555,8,2,4,96,4,1,2,9,No,18,4,8,3,3,3,2,0,2,No,3
E02412,Iris Huang,Female,45,3/28/2008,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,163686,29,3,2,55,3,3,4,4,Yes,18,4,10,4,4,3,1,1,2,No,3
E02413,Natalia Cheng,Female,65,7/29/2002,Technical Degree,Married,Human Resources,Human Resources,Travel_Rarely,47919,9,4,1,52,3,1,3,1,No,15,4,2,0,3,2,2,2,2,Yes,2
E02414,Owen Evans,Male,34,5/28/2021,Medical,Divorced,Research & Development,Research Director,Non-Travel,68972,8,1,4,55,2,3,2,2,No,11,3,16,5,3,9,8,4,8,No,3
E02415,Angel Dixon,Male,52,4/1/2002,Life Sciences,Single,Research & Development,Laboratory Technician,Non-Travel,50775,5,3,3,90,2,1,3,3,No,14,4,7,5,3,5,2,0,3,No,3
E02416,Aubrey Guerrero,Female,39,2/12/2013,Technical Degree,Married,Research & Development,Manager R&D,Travel_Rarely,122713,5,4,1,96,3,2,3,2,No,14,2,20,0,2,3,2,1,2,No,2
E02417,Ivy Do,Female,57,5/13/1993,Medical,Divorced,Research & Development,Research Scientist,Travel_Rarely,57230,2,3,3,68,3,1,3,2,No,14,3,8,3,4,3,1,1,2,No,4
E02418,Kai Gutierrez,Male,63,12/17/1997,Life Sciences,Single,Research & Development,Manager R&D,Travel_Rarely,148794,20,3,4,49,3,1,2,1,No,13,3,6,3,2,5,2,1,3,No,3
